contractID,symbol,expiration,strike,type,last,mark,bid,bid_size,ask,ask_size,volume,open_interest,date,implied_volatility,delta,gamma,theta,vega,rho
IBM171117P00134000,IBM,2017-11-17,134.00,put,0.00,0.01,0.00,0,0.03,12,0,0,2017-11-15,0.50153,-0.00566,0.00296,-0.02201,0.00176,-0.00005
IBM171117C00135000,IBM,2017-11-17,135.00,call,6.78,12.18,12.05,15,12.30,15,0,75,2017-11-15,0.61220,0.97246,0.00951,-0.10977,0.00690,0.00717
IBM171117P00135000,IBM,2017-11-17,135.00,put,0.04,0.01,0.00,0,0.01,3,2,2745,2017-11-15,0.46586,-0.00607,0.00338,-0.02174,0.00187,-0.00005
IBM171117C00136000,IBM,2017-11-17,136.00,call,0.00,11.90,10.75,23,13.05,11,0,0,2017-11-15,1.00655,0.86239,0.02007,-0.60641,0.02395,0.00630
IBM171117P00136000,IBM,2017-11-17,136.00,put,0.00,0.01,0.00,0,0.03,6,0,0,2017-11-15,0.43004,-0.00652,0.00391,-0.02140,0.00199,-0.00005
IBM171117C00137000,IBM,2017-11-17,137.00,call,0.00,10.78,9.75,11,11.80,11,0,0,2017-11-15,0.89207,0.86675,0.02215,-0.52624,0.02343,0.00640
IBM171117P00137000,IBM,2017-11-17,137.00,put,0.00,0.01,0.00,0,0.02,2,0,0,2017-11-15,0.39421,-0.00706,0.00457,-0.02103,0.00214,-0.00006
IBM171117C00138000,IBM,2017-11-17,138.00,call,0.00,9.95,8.80,12,11.10,11,0,0,2017-11-15,0.89542,0.84075,0.02488,-0.59487,0.02641,0.00623
IBM171117P00138000,IBM,2017-11-17,138.00,put,0.00,0.01,0.00,0,0.02,2,0,0,2017-11-15,0.35839,-0.00770,0.00543,-0.02064,0.00231,-0.00006
IBM171117C00139000,IBM,2017-11-17,139.00,call,0.00,8.80,7.75,11,9.85,11,0,0,2017-11-15,0.77210,0.84630,0.02819,-0.50174,0.02580,0.00634
IBM171117P00139000,IBM,2017-11-17,139.00,put,0.01,0.01,0.00,0,0.02,2,0,5,2017-11-15,0.32242,-0.00848,0.00657,-0.02020,0.00251,-0.00007
IBM171117C00140000,IBM,2017-11-17,140.00,call,7.70,7.20,7.10,20,7.30,25,8,226,2017-11-15,0.40763,0.95121,0.02279,-0.11645,0.01101,0.00727
IBM171117P00140000,IBM,2017-11-17,140.00,put,0.02,0.01,0.01,5,0.02,2,13,3848,2017-11-15,0.28644,-0.00947,0.00815,-0.01977,0.00277,-0.00008
IBM171117C00141000,IBM,2017-11-17,141.00,call,0.00,6.50,5.85,16,7.15,16,0,0,2017-11-15,0.52516,0.86662,0.03765,-0.31167,0.02345,0.00663
IBM171117P00141000,IBM,2017-11-17,141.00,put,0.02,0.02,0.01,18,0.03,10,0,42,2017-11-15,0.27531,-0.01824,0.01494,-0.03347,0.00488,-0.00015
IBM171117C00142000,IBM,2017-11-17,142.00,call,0.00,5.57,4.80,16,6.35,40,0,0,2017-11-15,0.49101,0.83909,0.04568,-0.33017,0.02659,0.00646
IBM171117P00142000,IBM,2017-11-17,142.00,put,0.07,0.04,0.01,43,0.08,1,16,189,2017-11-15,0.26464,-0.03482,0.02670,-0.05527,0.00838,-0.00028
IBM171117C00143000,IBM,2017-11-17,143.00,call,0.00,4.22,4.10,15,4.35,15,0,0,2017-11-15,0.27547,0.91919,0.04994,-0.11650,0.01631,0.00718
IBM171117P00143000,IBM,2017-11-17,143.00,put,0.07,0.07,0.03,39,0.10,98,210,92,2017-11-15,0.24757,-0.05996,0.04416,-0.07995,0.01296,-0.00049
IBM171117C00144000,IBM,2017-11-17,144.00,call,2.38,3.27,3.15,15,3.40,15,0,35,2017-11-15,0.24772,0.87984,0.07423,-0.13904,0.02180,0.00691
IBM171117P00144000,IBM,2017-11-17,144.00,put,0.13,0.10,0.08,44,0.12,15,132,362,2017-11-15,0.21708,-0.09054,0.06900,-0.09596,0.01776,-0.00074
IBM171117C00145000,IBM,2017-11-17,145.00,call,2.20,2.37,2.30,25,2.44,26,186,416,2017-11-15,0.22547,0.80886,0.11094,-0.17088,0.02966,0.00639
IBM171117P00145000,IBM,2017-11-17,145.00,put,0.21,0.21,0.18,2,0.23,57,1021,2800,2017-11-15,0.20778,-0.17190,0.11264,-0.14335,0.02775,-0.00140
IBM171117C00146000,IBM,2017-11-17,146.00,call,1.65,1.55,1.49,26,1.61,3,164,20,2017-11-15,0.20504,0.69368,0.15719,-0.19908,0.03821,0.00551
IBM171117P00146000,IBM,2017-11-17,146.00,put,0.40,0.42,0.39,50,0.44,11,885,750,2017-11-15,0.19955,-0.30159,0.16040,-0.18790,0.03795,-0.00245
IBM171117C00147000,IBM,2017-11-17,147.00,call,0.88,0.92,0.86,10,0.98,2,2069,180,2017-11-15,0.19910,0.52306,0.18371,-0.21827,0.04337,0.00417
IBM171117P00147000,IBM,2017-11-17,147.00,put,0.81,0.76,0.70,20,0.81,31,1761,2096,2017-11-15,0.18736,-0.47586,0.19519,-0.20085,0.04336,-0.00388
IBM171117C00148000,IBM,2017-11-17,148.00,call,0.44,0.46,0.42,6,0.51,10,2964,903,2017-11-15,0.19056,0.33693,0.17597,-0.19097,0.03976,0.00269
IBM171117P00148000,IBM,2017-11-17,148.00,put,1.42,1.31,1.25,25,1.36,26,230,801,2017-11-15,0.18035,-0.67201,0.18396,-0.17417,0.03934,-0.00549
IBM171117C00149000,IBM,2017-11-17,149.00,call,0.27,0.23,0.18,6,0.27,38,1234,1469,2017-11-15,0.19818,0.19403,0.12737,-0.14919,0.02993,0.00155
IBM171117P00149000,IBM,2017-11-17,149.00,put,2.16,2.05,1.98,10,2.13,25,164,409,2017-11-15,0.17318,-0.83885,0.12963,-0.11126,0.02662,-0.00687
IBM171117C00150000,IBM,2017-11-17,150.00,call,0.13,0.11,0.07,32,0.14,96,3551,8363,2017-11-15,0.20672,0.10311,0.07973,-0.10146,0.01954,0.00083
IBM171117P00150000,IBM,2017-11-17,150.00,put,3.03,2.94,2.83,39,3.05,45,1080,2347,2017-11-15,0.17029,-0.93791,0.06599,-0.05224,0.01332,-0.00772
IBM171117C00152500,IBM,2017-11-17,152.50,call,0.05,0.04,0.01,33,0.07,44,388,2927,2017-11-15,0.26693,0.03503,0.02661,-0.05635,0.00842,0.00028
IBM171117P00152500,IBM,2017-11-17,152.50,put,5.30,5.38,5.25,27,5.50,25,31,1056,2017-11-15,0.19640,-1.00000,0.00000,0.00485,0.00000,-0.00836
IBM171117C00155000,IBM,2017-11-17,155.00,call,0.04,0.03,0.01,76,0.06,64,232,5460,2017-11-15,0.34696,0.02161,0.01369,-0.04893,0.00563,0.00017
IBM171117P00155000,IBM,2017-11-17,155.00,put,7.98,7.92,7.75,25,8.10,1,685,4242,2017-11-15,0.34665,-0.97848,0.01365,-0.04379,0.00561,-0.00832
IBM171117C00157500,IBM,2017-11-17,157.50,call,0.01,0.01,0.00,0,0.04,3,12,3194,2017-11-15,0.37668,0.00747,0.00503,-0.02120,0.00225,0.00006
IBM171117P00157500,IBM,2017-11-17,157.50,put,10.19,10.35,10.25,20,10.45,20,9,473,2017-11-15,0.37825,-1.00000,0.00000,0.00501,0.00000,-0.00863
IBM171117C00160000,IBM,2017-11-17,160.00,call,0.02,0.03,0.01,3,0.05,81,49,15349,2017-11-15,0.51921,0.01514,0.00675,-0.05404,0.00416,0.00012
IBM171117P00160000,IBM,2017-11-17,160.00,put,12.90,12.85,12.75,25,12.95,20,36,2546,2017-11-15,0.46917,-1.00000,0.00000,0.00508,0.00000,-0.00877
IBM171117C00162500,IBM,2017-11-17,162.50,call,0.03,0.01,0.00,0,0.03,3,5,498,2017-11-15,0.52516,0.00554,0.00277,-0.02267,0.00172,0.00004
IBM171117P00162500,IBM,2017-11-17,162.50,put,6.39,15.82,14.75,19,16.90,10,0,0,2017-11-15,0.97606,-0.91005,0.01527,-0.42655,0.01768,-0.00820
IBM171117C00165000,IBM,2017-11-17,165.00,call,0.02,0.01,0.01,4,0.02,3,685,3979,2017-11-15,0.59589,0.00494,0.00221,-0.02324,0.00156,0.00004
IBM171117P00165000,IBM,2017-11-17,165.00,put,18.42,18.70,17.70,11,19.70,10,2,62,2017-11-15,1.28093,-0.87759,0.01454,-0.70268,0.02209,-0.00810
IBM171117C00167500,IBM,2017-11-17,167.50,call,0.01,0.01,0.00,0,0.02,5,0,54,2017-11-15,0.66463,0.00448,0.00181,-0.02372,0.00143,0.00004
IBM171117P00167500,IBM,2017-11-17,167.50,put,3.60,20.88,19.90,11,21.85,2,0,5,2017-11-15,1.22758,-0.91668,0.01147,-0.50733,0.01669,-0.00853
IBM171117C00170000,IBM,2017-11-17,170.00,call,0.01,0.01,0.00,0,0.01,5,41,2278,2017-11-15,0.73170,0.00411,0.00152,-0.02419,0.00132,0.00003
IBM171117P00170000,IBM,2017-11-17,170.00,put,8.68,23.68,22.25,13,25.10,5,0,78,2017-11-15,1.49830,-0.89408,0.01122,-0.74142,0.01993,-0.00850
IBM171117C00172500,IBM,2017-11-17,172.50,call,0.05,0.01,0.00,0,0.05,11,0,7,2017-11-15,0.79695,0.00380,0.00130,-0.02455,0.00123,0.00003
IBM171117P00172500,IBM,2017-11-17,172.50,put,9.65,26.12,24.75,12,27.50,5,0,0,2017-11-15,1.57376,-0.90465,0.00989,-0.72099,0.01845,-0.00872
IBM171117C00175000,IBM,2017-11-17,175.00,call,0.01,0.01,0.00,0,0.01,25,0,1048,2017-11-15,0.86082,0.00354,0.00113,-0.02492,0.00116,0.00003
IBM171117P00175000,IBM,2017-11-17,175.00,put,10.30,28.48,27.00,6,29.95,5,0,0,2017-11-15,1.59388,-0.92109,0.00848,-0.63314,0.01602,-0.00898
IBM171117C00177500,IBM,2017-11-17,177.50,call,0.00,0.01,0.00,0,0.04,16,0,0,2017-11-15,0.92332,0.00333,0.00100,-0.02527,0.00109,0.00003
IBM171117P00177500,IBM,2017-11-17,177.50,put,0.00,31.27,29.90,12,32.65,5,0,0,2017-11-15,1.86003,-0.90236,0.00852,-0.86804,0.01878,-0.00899
IBM171117C00180000,IBM,2017-11-17,180.00,call,0.04,0.01,0.00,0,0.01,29,2,2868,2017-11-15,0.98444,0.00314,0.00089,-0.02558,0.00104,0.00002
IBM171117P00180000,IBM,2017-11-17,180.00,put,12.80,33.65,32.45,61,34.85,10,0,380,2017-11-15,1.89159,-0.91482,0.00757,-0.79719,0.01697,-0.00922
IBM171117C00182500,IBM,2017-11-17,182.50,call,0.02,0.01,0.00,0,0.03,18,0,20,2017-11-15,1.04420,0.00298,0.00080,-0.02584,0.00099,0.00002
IBM171117P00182500,IBM,2017-11-17,182.50,put,13.93,35.60,33.65,4,37.55,5,0,0,2017-11-15,1.54068,-0.96661,0.00443,-0.30608,0.00809,-0.00974
IBM171117C00185000,IBM,2017-11-17,185.00,call,0.02,0.01,0.00,0,0.03,16,0,4,2017-11-15,1.10288,0.00283,0.00072,-0.02611,0.00095,0.00002
IBM171117P00185000,IBM,2017-11-17,185.00,put,15.23,38.10,36.15,4,40.05,5,0,0,2017-11-15,1.61949,-0.96797,0.00407,-0.31091,0.00782,-0.00989
IBM171117C00187500,IBM,2017-11-17,187.50,call,0.00,0.01,0.00,0,0.04,34,0,0,2017-11-15,1.16051,0.00271,0.00066,-0.02637,0.00091,0.00002
IBM171117P00187500,IBM,2017-11-17,187.50,put,16.53,40.67,38.60,4,42.75,5,0,0,2017-11-15,1.78107,-0.96198,0.00426,-0.39506,0.00900,-0.00998
IBM171117C00190000,IBM,2017-11-17,190.00,call,0.01,0.01,0.00,0,0.01,42,0,287,2017-11-15,1.21691,0.00259,0.00061,-0.02659,0.00087,0.00002
IBM171117P00190000,IBM,2017-11-17,190.00,put,22.38,43.05,41.15,4,44.95,5,0,0,2017-11-15,1.69830,-0.97571,0.00308,-0.25779,0.00621,-0.01022
IBM171117C00195000,IBM,2017-11-17,195.00,call,0.01,0.01,0.00,0,0.01,16,0,282,2017-11-15,1.32681,0.00240,0.00052,-0.02701,0.00081,0.00002
IBM171117P00195000,IBM,2017-11-17,195.00,put,24.80,48.03,46.10,4,49.95,5,0,0,2017-11-15,1.80500,-0.97945,0.00252,-0.23737,0.00540,-0.01053
IBM171117C00200000,IBM,2017-11-17,200.00,call,0.01,0.01,0.00,0,0.01,13,0,261,2017-11-15,1.43306,0.00224,0.00045,-0.02741,0.00076,0.00002
IBM171117P00200000,IBM,2017-11-17,200.00,put,22.65,53.05,51.20,4,54.90,5,0,0,2017-11-15,1.97725,-0.97858,0.00238,-0.26991,0.00559,-0.01079
IBM171117C00205000,IBM,2017-11-17,205.00,call,0.01,0.01,0.00,0,0.03,14,0,15,2017-11-15,1.53580,0.00210,0.00040,-0.02777,0.00072,0.00002
IBM171117P00205000,IBM,2017-11-17,205.00,put,29.80,57.98,56.00,4,59.95,5,0,0,2017-11-15,1.95317,-0.98689,0.00159,-0.17286,0.00367,-0.01113
IBM171117C00210000,IBM,2017-11-17,210.00,call,0.01,0.01,0.00,0,0.04,10,0,5,2017-11-15,1.63519,0.00199,0.00035,-0.02808,0.00069,0.00002
IBM171117P00210000,IBM,2017-11-17,210.00,put,32.33,62.98,61.00,9,64.95,5,0,0,2017-11-15,2.07390,-0.98751,0.00143,-0.17592,0.00352,-0.01141
IBM171117C00215000,IBM,2017-11-17,215.00,call,0.00,0.01,0.00,0,0.03,16,0,0,2017-11-15,1.73168,0.00189,0.00032,-0.02838,0.00066,0.00001
IBM171117P00215000,IBM,2017-11-17,215.00,put,34.85,68.05,66.00,9,70.10,5,0,0,2017-11-15,2.35971,-0.98147,0.00177,-0.28475,0.00494,-0.01164
IBM171124C00095000,IBM,2017-11-24,95.00,call,0.00,52.27,50.05,1,54.50,20,0,0,2017-11-15,1.30669,0.98729,0.00109,-0.05801,0.00758,0.02292
IBM171124P00095000,IBM,2017-11-24,95.00,put,0.00,0.01,0.00,0,0.03,46,0,0,2017-11-15,0.96402,-0.00151,0.00022,-0.00606,0.00113,-0.00006
IBM171124C00100000,IBM,2017-11-24,100.00,call,0.00,47.20,44.90,6,49.50,20,0,0,2017-11-15,1.06386,0.99170,0.00092,-0.03404,0.00523,0.02433
IBM171124P00100000,IBM,2017-11-24,100.00,put,0.00,0.01,0.00,0,0.03,45,0,0,2017-11-15,0.85884,-0.00169,0.00027,-0.00598,0.00125,-0.00006
IBM171124C00105000,IBM,2017-11-24,105.00,call,0.00,42.27,40.05,1,44.50,20,0,0,2017-11-15,1.03597,0.98444,0.00163,-0.05520,0.00903,0.02528
IBM171124P00105000,IBM,2017-11-24,105.00,put,0.02,0.01,0.00,0,0.03,47,0,0,2017-11-15,0.75808,-0.00190,0.00035,-0.00588,0.00140,-0.00007
IBM171124C00110000,IBM,2017-11-24,110.00,call,0.00,37.23,34.95,1,39.50,15,0,0,2017-11-15,0.86402,0.98652,0.00173,-0.04173,0.00798,0.02660
IBM171124P00110000,IBM,2017-11-24,110.00,put,0.00,0.01,0.00,0,0.03,41,0,0,2017-11-15,0.66143,-0.00217,0.00045,-0.00577,0.00157,-0.00008
IBM171124C00115000,IBM,2017-11-24,115.00,call,0.00,32.15,30.30,11,34.00,11,0,0,2017-11-15,0.60031,0.99611,0.00083,-0.01253,0.00267,0.02820
IBM171124P00115000,IBM,2017-11-24,115.00,put,0.00,0.01,0.00,0,0.03,37,0,0,2017-11-15,0.56814,-0.00250,0.00059,-0.00564,0.00179,-0.00009
IBM171124C00120000,IBM,2017-11-24,120.00,call,0.00,27.12,25.20,11,29.05,11,0,0,2017-11-15,0.29569,1.00000,0.00000,-0.00381,0.00000,0.02958
IBM171124P00120000,IBM,2017-11-24,120.00,put,0.06,0.01,0.00,0,0.03,35,0,11,2017-11-15,0.47805,-0.00294,0.00081,-0.00551,0.00208,-0.00011
IBM171124C00125000,IBM,2017-11-24,125.00,call,0.00,22.15,20.25,6,24.05,11,0,0,2017-11-15,0.40534,0.99526,0.00147,-0.01112,0.00319,0.03064
IBM171124P00125000,IBM,2017-11-24,125.00,put,0.02,0.01,0.00,0,0.04,24,0,25,2017-11-15,0.39025,-0.00355,0.00118,-0.00532,0.00246,-0.00013
IBM171124C00127000,IBM,2017-11-24,127.00,call,19.95,20.23,20.05,1,20.40,15,7,0,2017-11-15,0.47577,0.97767,0.00484,-0.03638,0.01228,0.03047
IBM171124P00127000,IBM,2017-11-24,127.00,put,0.00,0.01,0.00,0,0.04,15,0,0,2017-11-15,0.35580,-0.00387,0.00140,-0.00524,0.00266,-0.00014
IBM171124C00128000,IBM,2017-11-24,128.00,call,0.00,19.18,17.30,11,21.05,11,0,0,2017-11-15,0.40458,0.98698,0.00359,-0.02141,0.00774,0.03107
IBM171124P00128000,IBM,2017-11-24,128.00,put,0.00,0.01,0.00,0,0.08,36,0,0,2017-11-15,0.33873,-0.00406,0.00154,-0.00520,0.00277,-0.00015
IBM171124C00129000,IBM,2017-11-24,129.00,call,0.00,18.30,16.50,11,20.10,18,0,0,2017-11-15,0.47653,0.96375,0.00723,-0.05256,0.01837,0.03044
IBM171124P00129000,IBM,2017-11-24,129.00,put,0.00,0.03,0.01,5,0.04,12,0,0,2017-11-15,0.36617,-0.01024,0.00322,-0.01274,0.00629,-0.00038
IBM171124C00130000,IBM,2017-11-24,130.00,call,0.00,17.30,15.55,11,19.05,11,0,0,2017-11-15,0.45321,0.96214,0.00787,-0.05187,0.01903,0.03063
IBM171124P00130000,IBM,2017-11-24,130.00,put,0.18,0.04,0.01,5,0.07,25,0,1,2017-11-15,0.36113,-0.01346,0.00414,-0.01593,0.00797,-0.00050
IBM171124C00131000,IBM,2017-11-24,131.00,call,0.00,16.30,14.50,11,18.10,11,0,0,2017-11-15,0.42988,0.96038,0.00861,-0.05114,0.01975,0.03082
IBM171124P00131000,IBM,2017-11-24,131.00,put,0.00,0.07,0.01,5,0.12,42,0,0,2017-11-15,0.37135,-0.02159,0.00602,-0.02452,0.01193,-0.00080
IBM171124C00132000,IBM,2017-11-24,132.00,call,0.00,15.05,13.20,11,16.90,11,0,0,2017-11-15,0.16476,1.00000,0.00000,-0.00419,0.00000,0.03254
IBM171124P00132000,IBM,2017-11-24,132.00,put,0.03,0.03,0.01,10,0.05,30,0,2,2017-11-15,0.30946,-0.01194,0.00435,-0.01229,0.00718,-0.00044
IBM171124C00133000,IBM,2017-11-24,133.00,call,0.00,14.05,12.05,6,16.05,11,0,0,2017-11-15,0.15384,1.00000,0.00000,-0.00423,0.00000,0.03279
IBM171124P00133000,IBM,2017-11-24,133.00,put,0.04,0.04,0.01,10,0.08,23,0,1,2017-11-15,0.30275,-0.01580,0.00566,-0.01531,0.00915,-0.00058
IBM171124C00134000,IBM,2017-11-24,134.00,call,0.00,13.25,11.40,11,15.10,11,0,0,2017-11-15,0.33522,0.96436,0.01013,-0.03782,0.01812,0.03171
IBM171124P00134000,IBM,2017-11-24,134.00,put,0.08,0.01,0.00,0,0.04,70,20,1,2017-11-15,0.23690,-0.00564,0.00294,-0.00487,0.00372,-0.00021
IBM171124C00135000,IBM,2017-11-24,135.00,call,0.00,11.85,10.10,6,13.60,16,0,0,2017-11-15,0.13202,1.00000,0.00000,-0.00429,0.00000,0.03328
IBM171124P00135000,IBM,2017-11-24,135.00,put,0.09,0.01,0.00,0,0.04,24,6,4,2017-11-15,0.22013,-0.00606,0.00337,-0.00481,0.00396,-0.00022
IBM171124C00136000,IBM,2017-11-24,136.00,call,7.85,10.95,9.25,6,12.65,16,0,0,2017-11-15,0.12111,1.00000,0.00000,-0.00432,0.00000,0.03352
IBM171124P00136000,IBM,2017-11-24,136.00,put,0.03,0.03,0.01,25,0.05,110,8,2,2017-11-15,0.23416,-0.01539,0.00716,-0.01156,0.00894,-0.00057
IBM171124C00137000,IBM,2017-11-24,137.00,call,0.00,10.23,8.40,11,12.05,11,0,0,2017-11-15,0.25839,0.96250,0.01370,-0.03129,0.01889,0.03239
IBM171124P00137000,IBM,2017-11-24,137.00,put,0.12,0.03,0.01,44,0.06,99,3,164,2017-11-15,0.21525,-0.01659,0.00831,-0.01133,0.00954,-0.00061
IBM171124C00138000,IBM,2017-11-24,138.00,call,6.85,9.32,7.55,11,11.10,7,0,0,2017-11-15,0.27303,0.93544,0.02000,-0.04827,0.02913,0.03163
IBM171124P00138000,IBM,2017-11-24,138.00,put,0.13,0.04,0.02,45,0.06,41,14,99,2017-11-15,0.20519,-0.02238,0.01123,-0.01392,0.01230,-0.00082
IBM171124C00139000,IBM,2017-11-24,139.00,call,6.34,8.28,6.55,5,10.00,6,0,0,2017-11-15,0.23507,0.94069,0.02174,-0.03974,0.02727,0.03208
IBM171124P00139000,IBM,2017-11-24,139.00,put,0.13,0.05,0.02,66,0.08,54,5,283,2017-11-15,0.19254,-0.02885,0.01481,-0.01614,0.01522,-0.00106
IBM171124C00140000,IBM,2017-11-24,140.00,call,5.86,7.12,5.15,6,9.10,12,0,0,2017-11-15,0.07747,1.00000,0.00000,-0.00445,0.00000,0.03451
IBM171124P00140000,IBM,2017-11-24,140.00,put,0.11,0.06,0.03,71,0.09,31,0,187,2017-11-15,0.17791,-0.03632,0.01938,-0.01801,0.01840,-0.00133
IBM171124C00141000,IBM,2017-11-24,141.00,call,5.34,6.35,4.55,7,8.15,12,0,0,2017-11-15,0.20748,0.90742,0.03460,-0.04819,0.03830,0.03135
IBM171124P00141000,IBM,2017-11-24,141.00,put,0.04,0.10,0.06,52,0.14,160,0,62,2017-11-15,0.17394,-0.05766,0.02874,-0.02550,0.02667,-0.00212
IBM171124C00142000,IBM,2017-11-24,142.00,call,0.00,5.45,3.70,6,7.20,16,0,0,2017-11-15,0.20367,0.87039,0.04487,-0.05907,0.04876,0.03023
IBM171124P00142000,IBM,2017-11-24,142.00,put,0.17,0.16,0.12,1,0.20,164,1,153,2017-11-15,0.16891,-0.08781,0.04086,-0.03414,0.03683,-0.00322
IBM171124C00143000,IBM,2017-11-24,143.00,call,4.35,4.25,3.20,55,5.30,140,0,0,2017-11-15,0.13004,0.92051,0.04925,-0.02886,0.03417,0.03234
IBM171124P00143000,IBM,2017-11-24,143.00,put,0.25,0.24,0.20,1,0.27,9,93,47,2017-11-15,0.16160,-0.12757,0.05594,-0.04269,0.04823,-0.00469
IBM171124C00144000,IBM,2017-11-24,144.00,call,2.38,3.32,2.94,64,3.70,25,0,5,2017-11-15,0.12151,0.87304,0.07415,-0.03642,0.04807,0.03085
IBM171124P00144000,IBM,2017-11-24,144.00,put,0.43,0.38,0.33,1,0.42,65,87,57,2017-11-15,0.15748,-0.18801,0.07412,-0.05359,0.06228,-0.00691
IBM171124C00145000,IBM,2017-11-24,145.00,call,3.30,2.79,2.72,20,2.85,10,71,0,2017-11-15,0.16175,0.72243,0.08972,-0.07286,0.07743,0.02552
IBM171124P00145000,IBM,2017-11-24,145.00,put,0.45,0.57,0.53,1,0.62,6,150,359,2017-11-15,0.15138,-0.26474,0.09362,-0.06234,0.07562,-0.00974
IBM171124C00146000,IBM,2017-11-24,146.00,call,2.20,2.07,2.02,11,2.12,15,239,26,2017-11-15,0.15550,0.62980,0.10514,-0.07823,0.08723,0.02233
IBM171124P00146000,IBM,2017-11-24,146.00,put,0.94,0.86,0.82,10,0.90,2,89,170,2017-11-15,0.14757,-0.36398,0.11016,-0.06939,0.08674,-0.01341
IBM171124C00147000,IBM,2017-11-24,147.00,call,1.37,1.47,1.42,12,1.52,3,101,36,2017-11-15,0.15184,0.52091,0.11359,-0.08002,0.09202,0.01853
IBM171124P00147000,IBM,2017-11-24,147.00,put,1.34,1.27,1.21,16,1.34,6,133,115,2017-11-15,0.14544,-0.47858,0.11858,-0.07207,0.09202,-0.01767
IBM171124C00148000,IBM,2017-11-24,148.00,call,0.99,1.00,0.96,11,1.05,3,252,145,2017-11-15,0.15001,0.40710,0.11200,-0.07658,0.08964,0.01452
IBM171124P00148000,IBM,2017-11-24,148.00,put,1.75,1.80,1.72,25,1.88,6,85,134,2017-11-15,0.14361,-0.59736,0.11667,-0.06847,0.08939,-0.02211
IBM171124C00149000,IBM,2017-11-24,149.00,call,0.60,0.66,0.61,23,0.70,1,521,164,2017-11-15,0.15062,0.30199,0.10023,-0.06880,0.08055,0.01079
IBM171124P00149000,IBM,2017-11-24,149.00,put,2.47,2.46,2.38,27,2.55,7,87,133,2017-11-15,0.14346,-0.70738,0.10373,-0.05990,0.07940,-0.02626
IBM171124C00150000,IBM,2017-11-24,150.00,call,0.43,0.43,0.38,32,0.48,1,1107,1203,2017-11-15,0.15321,0.21548,0.08267,-0.05852,0.06758,0.00771
IBM171124P00150000,IBM,2017-11-24,150.00,put,3.29,3.20,3.10,33,3.30,25,262,322,2017-11-15,0.13995,-0.80630,0.08494,-0.04544,0.06343,-0.03003
IBM171124C00152500,IBM,2017-11-24,152.50,call,0.15,0.12,0.10,46,0.15,8,217,949,2017-11-15,0.15672,0.07478,0.03902,-0.02875,0.03263,0.00268
IBM171124P00152500,IBM,2017-11-24,152.50,put,6.00,5.42,5.30,25,5.55,5,40,218,2017-11-15,0.13660,-0.95121,0.03205,-0.01311,0.02336,-0.03584
IBM171124C00155000,IBM,2017-11-24,155.00,call,0.08,0.07,0.05,1,0.09,10,115,588,2017-11-15,0.18812,0.04037,0.01998,-0.02114,0.02005,0.00145
IBM171124P00155000,IBM,2017-11-24,155.00,put,7.70,7.83,7.65,1,8.00,10,37,238,2017-11-15,0.08620,-1.00000,0.00000,0.00492,0.00000,-0.03821
IBM171124C00157500,IBM,2017-11-24,157.50,call,0.06,0.08,0.05,18,0.11,3,11,357,2017-11-15,0.23949,0.03672,0.01453,-0.02487,0.01856,0.00131
IBM171124P00157500,IBM,2017-11-24,157.50,put,10.52,10.30,10.10,1,10.50,10,98,255,2017-11-15,0.11347,-1.00000,0.00000,0.00500,0.00000,-0.03882
IBM171124C00160000,IBM,2017-11-24,160.00,call,0.04,0.04,0.02,1,0.05,2,28,1740,2017-11-15,0.25443,0.01891,0.00785,-0.01516,0.01066,0.00068
IBM171124P00160000,IBM,2017-11-24,160.00,put,12.80,12.95,12.75,1,13.15,1,4,1584,2017-11-15,0.29315,-0.96382,0.01172,-0.02495,0.01834,-0.03815
IBM171124C00162500,IBM,2017-11-24,162.50,call,0.01,0.01,0.00,0,0.11,11,0,2551,2017-11-15,0.24711,0.00556,0.00278,-0.00506,0.00367,0.00020
IBM171124P00162500,IBM,2017-11-24,162.50,put,5.85,15.62,13.55,6,17.70,1,0,14,2017-11-15,0.41052,-0.93420,0.01350,-0.06257,0.02957,-0.03774
IBM171124C00165000,IBM,2017-11-24,165.00,call,0.05,0.01,0.00,0,0.05,3,2,1058,2017-11-15,0.28050,0.00496,0.00222,-0.00519,0.00332,0.00018
IBM171124P00165000,IBM,2017-11-24,165.00,put,8.33,18.12,16.05,6,20.20,10,0,3,2017-11-15,0.45885,-0.93988,0.01126,-0.06528,0.02756,-0.03856
IBM171124C00167500,IBM,2017-11-24,167.50,call,0.02,0.01,0.00,0,0.04,3,8,96,2017-11-15,0.31281,0.00448,0.00181,-0.00528,0.00303,0.00016
IBM171124P00167500,IBM,2017-11-24,167.50,put,0.00,20.57,18.50,18,22.65,1,0,0,2017-11-15,0.48506,-0.95186,0.00893,-0.05717,0.02311,-0.03960
IBM171124C00170000,IBM,2017-11-24,170.00,call,0.04,0.01,0.00,0,0.04,3,0,153,2017-11-15,0.34437,0.00410,0.00152,-0.00538,0.00280,0.00015
IBM171124P00170000,IBM,2017-11-24,170.00,put,5.68,23.17,21.15,11,25.20,5,0,5,2017-11-15,0.56997,-0.94163,0.00885,-0.08012,0.02693,-0.03987
IBM171124C00172500,IBM,2017-11-24,172.50,call,0.01,0.01,0.00,0,0.13,5,0,86,2017-11-15,0.37531,0.00381,0.00131,-0.00548,0.00262,0.00014
