Ticker,Date,Price,H_value
NVDA,2023-05-17,301.78,0.27789042355955995
NVDA,2023-05-18,316.78,0.399377836140676
NVDA,2023-05-19,312.64,0.5031292710515255
NVDA,2023-05-22,311.76,1.000907589773549
NVDA,2023-05-23,306.88,0.21697555443845187
NVDA,2023-05-24,305.38,0.21136966744292063
NVDA,2023-05-25,379.8,0.2693542761213015
NVDA,2023-05-26,389.46,-2.4860672367296437
NVDA,2023-05-30,401.11,-0.6956948800324098
NVDA,2023-05-31,378.34,0.14558627630426063
NVDA,2023-06-01,397.7,0.3610239109351519
NVDA,2023-06-02,393.27,0.33528899681965224
NVDA,2023-06-05,391.71,0.4224383495587238
NVDA,2023-06-06,386.54,0.2608296146922356
NVDA,2023-06-07,374.75,0.2812880427909633
NVDA,2023-06-08,385.1,-0.014133723569545188
NVDA,2023-06-09,387.7,0.21710934806756008
NVDA,2023-06-12,394.82,-0.06704304675211267
NVDA,2023-06-13,410.22,0.005597048051909935
NVDA,2023-06-14,429.97,0.07210567273079344
NVDA,2023-06-15,426.53,0.3634995979268075
NVDA,2023-06-16,426.92,0.3377793323326953
NVDA,2023-06-20,438.08,0.2411698237984276
NVDA,2023-06-21,430.45,-0.21119307493456807
NVDA,2023-06-22,430.25,0.3690193419428025
NVDA,2023-06-23,422.09,0.27044290180570274
NVDA,2023-06-26,406.32,0.5959590601097369
NVDA,2023-06-27,418.76,0.42077550501866257
NVDA,2023-06-28,411.17,0.3282268772731271
NVDA,2023-06-29,408.22,0.39257270027295277
NVDA,2023-06-30,423.02,0.3272760469939218
NVDA,2023-07-03,424.13,-0.39621192410404993
NVDA,2023-07-05,423.17,0.009474819134759198
NVDA,2023-07-06,421.03,-0.06696202702076849
NVDA,2023-07-07,425.03,0.26020974571593175
NVDA,2023-07-10,421.8,0.3343813933011303
NVDA,2023-07-11,424.05,0.2442842794597437
NVDA,2023-07-12,439.02,-0.6128780624750342
NVDA,2023-07-13,459.77,-0.030831196856318407
NVDA,2023-07-14,454.69,0.38009955979895343
NVDA,2023-07-17,464.61,0.74872265886672
NVDA,2023-07-18,474.94,0.1913794624140666
NVDA,2023-07-19,470.77,0.166957051438324
NVDA,2023-07-20,455.2,0.3547688544058055
NVDA,2023-07-21,443.09,0.05073917550541789
NVDA,2023-07-24,446.12,0.6595049085636038
NVDA,2023-07-25,456.79,1.122227688397623
NVDA,2023-07-26,454.52,0.6502329735452896
NVDA,2023-07-27,459.0,0.46144532637494223
NVDA,2023-07-28,467.5,0.9469129823959693
NVDA,2023-07-31,467.29,1.072038400517543
NVDA,2023-08-01,465.07,0.3400752003654795
NVDA,2023-08-02,442.69,0.42904666366830113
NVDA,2023-08-03,445.15,0.6808946061609596
NVDA,2023-08-04,446.8,0.5770039328835671
NVDA,2023-08-07,454.165,0.8465810282498378
NVDA,2023-08-08,446.64,-0.03014898890694379
NVDA,2023-08-09,425.54,0.08801498607104964
NVDA,2023-08-10,423.88,0.08144625026036637
NVDA,2023-08-11,408.55,0.1157929860229117
NVDA,2023-08-14,437.53,0.5364906391135955
NVDA,2023-08-15,439.4,0.2613131818785578
NVDA,2023-08-16,434.86,-0.6105389022871958
NVDA,2023-08-17,433.435,-0.043220458092910814
NVDA,2023-08-18,432.99,-0.024252732446754684
NVDA,2023-08-21,469.67,0.014719019591830997
NVDA,2023-08-22,456.68,-0.38290745502961393
NVDA,2023-08-23,471.16,-0.02259736116139128
NVDA,2023-08-24,471.63,-0.08252415240020242
NVDA,2023-08-25,460.18,-1.0959018214957872
NVDA,2023-08-28,468.35,-0.08462026303895763
NVDA,2023-08-29,487.84,-0.1506947540711221
NVDA,2023-08-30,492.64,0.21491946369306622
NVDA,2023-08-31,493.55,0.29179959326843363
NVDA,2023-09-01,485.09,0.20267239202106152
NVDA,2023-09-05,485.48,0.5117400753400905
NVDA,2023-09-06,470.61,0.37613589306386075
NVDA,2023-09-07,462.41,0.10235370510083588
NVDA,2023-09-08,455.72,0.12828737794099904
NVDA,2023-09-11,451.78,-0.10283493178367283
NVDA,2023-09-12,448.7,-0.1155283158154838
NVDA,2023-09-13,454.85,-0.2730757842399249
NVDA,2023-09-14,455.81,0.04672293081881701
NVDA,2023-09-15,439.0,-0.19830324057245333
NVDA,2023-09-18,439.66,0.5593666115477657
NVDA,2023-09-19,435.2,-0.08060129074997598
NVDA,2023-09-20,422.39,-0.2541586932985049
NVDA,2023-09-21,410.17,0.09058343798967862
NVDA,2023-09-22,416.1,-0.23867387048113645
NVDA,2023-09-25,422.22,-0.07624065768807906
NVDA,2023-09-26,419.11,-0.29742134171695933
NVDA,2023-09-27,424.68,0.04295710934266358
NVDA,2023-09-28,430.89,0.04011853266971
NVDA,2023-09-29,434.99,0.5350064502833886
NVDA,2023-10-02,447.82,-0.2628990588101735
NVDA,2023-10-03,435.17,-0.4849943277493014
NVDA,2023-10-04,440.41,-0.5413468844511335
NVDA,2023-10-05,446.88,-0.15897364135334868
NVDA,2023-10-06,457.62,0.024005082744361344
NVDA,2023-10-09,452.73,-0.3099879702832324
NVDA,2023-10-10,457.98,-0.4680382034713575
NVDA,2023-10-11,468.06,-0.17407373685681277
NVDA,2023-10-12,469.45,0.3229972844077484
NVDA,2023-10-13,454.61,-0.2867440797312795
NVDA,2023-10-16,460.95,-0.5106500794322575
NVDA,2023-10-17,439.38,-0.22466136928366692
NVDA,2023-10-18,421.96,-0.24184958116814545
NVDA,2023-10-19,421.01,-0.056038046688207305
NVDA,2023-10-20,413.87,-0.17212263708704936
NVDA,2023-10-23,429.75,-0.043753176682351395
NVDA,2023-10-24,436.63,-0.04158904358030639
NVDA,2023-10-25,417.79,0.25000532284413785
NVDA,2023-10-26,403.26,0.3752885020750548
NVDA,2023-10-27,405.0,-0.16273886975361235
NVDA,2023-10-30,411.61,0.2908235625364831
NVDA,2023-10-31,407.8,0.022879320964374228
NVDA,2023-11-01,423.25,0.4522619869093948
NVDA,2023-11-02,435.06,0.15636118326753543
NVDA,2023-11-03,450.05,0.10347941199856378
NVDA,2023-11-06,457.51,0.23018764722247917
NVDA,2023-11-07,459.55,0.015003597585997083
NVDA,2023-11-08,465.74,0.33563611270781213
NVDA,2023-11-09,469.5,-0.2905780279332286
NVDA,2023-11-10,483.35,0.3729874274762719
NVDA,2023-11-13,486.2,0.3643925221437946
NVDA,2023-11-14,496.56,0.026587147543881397
NVDA,2023-11-15,488.88,-0.03495690474572294
NVDA,2023-11-16,494.8,-0.2999965112182421
NVDA,2023-11-17,492.98,0.22725434700199765
NVDA,2023-11-20,504.09,0.45826197223874465
NVDA,2023-11-21,499.44,0.14032824406697755
NVDA,2023-11-22,487.16,0.3321694479747014
NVDA,2023-11-24,477.76,0.18932781837217086
NVDA,2023-11-27,482.42,0.42663003327188825
NVDA,2023-11-28,478.21,0.10493365680036176
NVDA,2023-11-29,481.4,-0.07821092486222858
NVDA,2023-11-30,467.7,0.20693967979322211
NVDA,2023-12-01,467.65,0.20354443770554098
NVDA,2023-12-04,455.1,-0.1450283890652651
NVDA,2023-12-05,465.66,0.34565019182388385
NVDA,2023-12-06,455.03,0.026703623809206326
NVDA,2023-12-07,465.96,0.08961474450819042
NVDA,2023-12-08,475.06,0.2926805322259218
NVDA,2023-12-11,466.27,0.40898112641402706
NVDA,2023-12-12,476.57,0.04361556097740925
NVDA,2023-12-13,480.88,-0.29156949420780215
NVDA,2023-12-14,483.5,-0.1444605889025918
NVDA,2023-12-15,488.9,-0.4847257644667792
NVDA,2023-12-18,500.77,-0.8597922060917619
NVDA,2023-12-19,496.04,-0.2109396580201115
NVDA,2023-12-20,481.11,0.005514741194295213
NVDA,2023-12-21,489.9,-0.0658442175877678
NVDA,2023-12-22,488.3,0.1345967147010207
NVDA,2023-12-26,492.79,-0.10908147530405723
NVDA,2023-12-27,494.17,-0.18409840715278114
NVDA,2023-12-28,495.22,0.32402653438929063
NVDA,2023-12-29,495.22,0.27893557154496834
