date,ticker,price,Realized_H
2013-11-29,ORCL,35.29,0.07636097819659035
2013-12-31,ORCL,38.26,0.08571312546604036
2014-01-31,ORCL,36.9,0.012892472648639406
2014-02-28,ORCL,39.11,0.005945926341246247
2014-03-31,ORCL,40.91,0.03408696620626972
2014-04-30,ORCL,40.88,0.016439407283377307
2014-05-30,ORCL,42.02,0.02428954398181125
2014-06-30,ORCL,40.53,0.023437681645187426
2014-07-31,ORCL,40.39,0.07291140003203912
2014-08-29,ORCL,41.53,0.03961255761254971
2014-09-30,ORCL,38.28,0.023688975765865098
2014-10-31,ORCL,39.05,-0.009988314023493473
2014-11-28,ORCL,42.41,0.11127364335120922
2014-12-31,ORCL,44.97,0.027030664049686515
2015-01-30,ORCL,41.89,0.03324435376174524
2015-02-27,ORCL,43.82,0.008639039424343173
2015-03-31,ORCL,43.15,0.05681241469859595
2015-04-30,ORCL,43.62,0.04098536890042982
2015-05-29,ORCL,43.49,0.02256737733756177
2015-06-30,ORCL,40.3,0.06881610278774045
2015-07-31,ORCL,39.94,0.014270248101614912
2015-08-31,ORCL,37.09,0.08962559801543069
2015-09-30,ORCL,36.12,0.06124254022013478
2015-10-30,ORCL,38.84,0.0492857115593109
2015-11-30,ORCL,38.97,0.3673400262517655
2015-12-31,ORCL,36.53,0.4341602361095005
2016-01-29,ORCL,36.31,0.02233095177696654
2016-02-29,ORCL,36.78,0.007327311331516154
2016-03-31,ORCL,40.91,0.06660438265072136
2016-04-29,ORCL,39.86,0.07008322302964497
2016-05-31,ORCL,40.2,0.0719872914556369
2016-06-30,ORCL,40.93,0.07819137370000886
2016-07-29,ORCL,41.04,0.09579878277916874
2016-08-31,ORCL,41.22,0.02376579716403688
2016-09-30,ORCL,39.28,0.05519657912050611
2016-10-31,ORCL,38.42,0.038486078535916526
2016-11-30,ORCL,40.19,0.3279852966505685
2016-12-30,ORCL,38.45,0.10564376389764034
2017-01-31,ORCL,40.11,0.043148417667502714
2017-02-28,ORCL,42.59,0.02785190826019346
2017-03-31,ORCL,44.61,0.047364327882413376
2017-04-28,ORCL,44.96,0.03939118015561854
2017-05-31,ORCL,45.39,0.11873177307097088
2017-06-30,ORCL,50.14,0.24715407391141198
2017-07-31,ORCL,49.93,0.14416249001159337
2017-08-31,ORCL,50.33,0.05295674167917344
2017-09-29,ORCL,48.35,0.1827032383076646
2017-10-31,ORCL,50.9,0.3361648169244791
2017-11-30,ORCL,49.06,0.4776533216199864
2017-12-29,ORCL,47.28,0.2301678576866874
2018-01-31,ORCL,51.59,0.3692009329924543
2018-02-28,ORCL,50.67,0.13739050951766407
2018-03-29,ORCL,45.75,0.11836831502129543
2018-04-30,ORCL,45.67,0.03815899135891759
2018-05-31,ORCL,46.72,0.009510073250207057
2018-06-29,ORCL,44.06,0.1265803185178656
2018-07-31,ORCL,47.68,0.07731164481254915
2018-08-31,ORCL,48.58,0.07989888237858087
2018-09-28,ORCL,51.56,0.1065198158896223
2018-10-31,ORCL,48.84,0.0418493283788288
2018-11-30,ORCL,48.76,0.34735043047485786
2018-12-31,ORCL,45.15,0.150959125390666
2019-01-31,ORCL,50.23,0.06856589375958175
2019-02-28,ORCL,52.13,0.022135681148162802
2019-03-29,ORCL,53.71,0.1051525435452097
2019-04-30,ORCL,55.33,0.03961284376919388
2019-05-31,ORCL,50.6,0.0881811264659752
2019-06-28,ORCL,56.97,-0.0018023748078521626
2019-07-31,ORCL,56.3,0.056285085966896214
2019-08-30,ORCL,52.06,1.2311460003854466
2019-09-30,ORCL,55.03,0.2103556669628502
2019-10-31,ORCL,54.49,0.042194923779764304
2019-11-29,ORCL,56.14,0.14582894975757474
2019-12-31,ORCL,52.98,0.2788851311609031
2020-01-31,ORCL,52.45,0.21796249659482406
2020-02-28,ORCL,49.46,-0.05514741481210036
2020-03-31,ORCL,48.33,-0.12680611378700554
2020-04-30,ORCL,52.97,0.00295708357662847
2020-05-29,ORCL,53.77,0.04635379431048771
2020-06-30,ORCL,55.27,0.08001083297449536
2020-07-31,ORCL,55.45,0.041150536937392304
2020-08-31,ORCL,57.22,0.0914848889536645
2020-09-30,ORCL,59.7,0.09282312068861714
2020-10-30,ORCL,56.11,0.03043004489123561
2020-11-30,ORCL,57.72,0.0707648443008146
2020-12-31,ORCL,64.69,0.21300720331434264
2021-01-29,ORCL,60.43,0.0862951959773649
2021-02-26,ORCL,64.51,0.12721985360441282
2021-03-31,ORCL,70.17,0.18540237063808088
2021-04-30,ORCL,75.79,0.03299472839214339
2021-05-28,ORCL,78.74,0.010650894137061898
2021-06-30,ORCL,77.84,0.1337288723464337
2021-07-30,ORCL,87.14,0.018884757745778472
2021-08-31,ORCL,89.13,0.019375607781847912
2021-09-30,ORCL,87.13,0.18098345286006168
2021-10-29,ORCL,95.94,0.05161280555942633
2021-11-30,ORCL,90.74,0.10735825711586103
2021-12-31,ORCL,87.21,0.12588872013821795
2022-01-31,ORCL,81.16,0.04201931386540046
2022-02-28,ORCL,75.97,0.035152266945386285
2022-03-31,ORCL,82.73,0.10600983964297417
2022-04-29,ORCL,73.4,0.0223484168537253
2022-05-31,ORCL,71.92,0.008607049572633552
2022-06-30,ORCL,69.87,0.08807633734413284
2022-07-29,ORCL,77.84,0.01632532689776072
2022-08-31,ORCL,74.15,0.020835361818712917
2022-09-30,ORCL,61.07,0.13994565499149134
2022-10-31,ORCL,78.07,0.01915684342194101
2022-11-30,ORCL,83.03,0.19717510921905756
2022-12-30,ORCL,81.74,0.11387420487537923
2023-01-31,ORCL,88.46,0.009958121065843404
2023-02-28,ORCL,87.4,0.012754306526807084
2023-03-31,ORCL,92.92,0.18500816787743696
2023-04-28,ORCL,94.72,0.06194489248147423
2023-05-31,ORCL,105.94,0.015561067488132845
2023-06-30,ORCL,119.09,0.11848245401690088
2023-07-31,ORCL,117.23,0.03289591603719168
2023-08-31,ORCL,120.39,0.09213856133369874
2010-01-29,MSFT,28.18,0.013664384826306952
2010-02-26,MSFT,28.67,0.015227795447588687
2010-03-31,MSFT,29.2875,0.041128935196933766
2010-04-30,MSFT,30.535,0.035524113108808555
2010-05-28,MSFT,25.8,10.317657289486304
2010-06-30,MSFT,23.01,0.025354789533406676
2010-07-30,MSFT,25.81,0.04411791949801744
2010-08-31,MSFT,23.465,0.07591821747088923
2010-09-30,MSFT,24.49,0.07098076339209544
2010-10-29,MSFT,26.665,0.04292427284733358
2010-11-30,MSFT,25.2575,0.08780896157702886
2010-12-31,MSFT,27.91,0.050981409999751856
2011-01-31,MSFT,27.725,0.03268915450955132
2011-02-28,MSFT,26.58,0.028258434994418637
2011-03-31,MSFT,25.39,0.02440402913668211
2011-04-29,MSFT,25.92,0.04220160461648412
2011-05-31,MSFT,25.01,0.04776202865433628
2011-06-30,MSFT,26.0,0.010612227907306059
2011-07-29,MSFT,27.4,0.022298155860386196
2011-08-31,MSFT,26.6,0.048606423463751824
2011-09-30,MSFT,24.89,0.03582132132572211
2011-10-31,MSFT,26.63,0.03551859023118479
2011-11-30,MSFT,25.58,0.025822642641360215
2011-12-30,MSFT,25.96,0.019702289688040827
2012-01-31,MSFT,29.53,0.03542364280310169
2012-02-29,MSFT,31.74,0.017039877745497808
2012-03-30,MSFT,32.255,0.1072007650042744
2012-04-30,MSFT,32.015,0.026836240976957762
2012-05-31,MSFT,29.19,0.008088830690603814
2012-06-29,MSFT,30.59,0.023459657541740106
2012-07-31,MSFT,29.47,0.07375754007578487
2012-08-31,MSFT,30.82,0.029357803224867914
2012-09-28,MSFT,29.76,0.0703352355379165
2012-10-31,MSFT,28.54,0.02037475928024566
2012-11-30,MSFT,26.615,0.046682311490824364
2012-12-31,MSFT,26.7097,0.05441443345236244
2013-01-31,MSFT,27.45,0.039100799321850246
2013-02-28,MSFT,27.8,0.08560359520933682
2013-03-28,MSFT,28.605,0.06120577651270824
2013-04-30,MSFT,33.1,0.0370166087154858
2013-05-31,MSFT,34.9,0.02443301634479042
2013-06-28,MSFT,34.545,0.0619948842602501
2013-07-31,MSFT,31.84,0.06654581726745974
2013-08-30,MSFT,33.4,0.06556614956829689
2013-09-30,MSFT,33.28,0.023603058727827454
2013-10-31,MSFT,35.405,0.041293671321404005
2013-11-29,MSFT,38.13,0.012046979129874399
2013-12-31,MSFT,37.41,0.14373021341275033
2014-01-31,MSFT,37.84,0.0163384160770845
2014-02-28,MSFT,38.31,0.006902973924882552
2014-03-31,MSFT,40.99,0.014516621647544406
2014-04-30,MSFT,40.4,0.03543478187958947
2014-05-30,MSFT,40.94,0.02747901944978269
2014-06-30,MSFT,41.7,0.02730987558490903
2014-07-31,MSFT,43.16,0.12311978485692061
2014-08-29,MSFT,45.43,0.022551573968820064
2014-09-30,MSFT,46.36,0.09944553690634561
2014-10-31,MSFT,46.95,0.11384810966274186
2014-11-28,MSFT,47.81,0.043921195964843424
2014-12-31,MSFT,46.45,0.09011638287396925
2015-01-30,MSFT,40.4,0.038764604724877944
2015-02-27,MSFT,43.85,0.04453771436260374
2015-03-31,MSFT,40.655,0.0722035235456393
2015-04-30,MSFT,48.64,0.05357447109147636
2015-05-29,MSFT,46.86,0.027664955971677428
2015-06-30,MSFT,44.15,0.0314476164831753
2015-07-31,MSFT,46.7,0.12780671336532695
2015-08-31,MSFT,43.52,0.12651384665064516
2015-09-30,MSFT,44.26,0.03713918675456334
2015-10-30,MSFT,52.64,0.06373449708198207
2015-11-30,MSFT,54.35,0.022203859772916272
2015-12-31,MSFT,55.48,0.05648493036189566
2016-01-29,MSFT,55.09,0.017290166460878702
2016-02-29,MSFT,50.88,0.0037761299407867484
2016-03-31,MSFT,55.23,0.02635845907464309
2016-04-29,MSFT,49.87,0.18016078450157996
2016-05-31,MSFT,53.0,0.0380169725697826
2016-06-30,MSFT,51.17,0.06312198629623508
2016-07-29,MSFT,56.68,0.018684991256005264
2016-08-31,MSFT,57.46,0.028545259398176176
2016-09-30,MSFT,57.6,0.030561366848830873
2016-10-31,MSFT,59.92,0.03882667770283352
2016-11-30,MSFT,60.26,0.206167232978821
2016-12-30,MSFT,62.14,0.02508097101102836
2017-01-31,MSFT,64.65,0.06984547038289887
2017-02-28,MSFT,63.98,0.0027636601068078276
2017-03-31,MSFT,65.86,0.017545049622307084
2017-04-28,MSFT,68.46,0.03018658164129725
2017-05-31,MSFT,69.84,0.01841692512116732
2017-06-30,MSFT,68.93,0.04466068893776377
2017-07-31,MSFT,72.7,0.09150267902311301
2017-08-31,MSFT,74.77,0.039410869900607215
2017-09-29,MSFT,74.49,0.044938916049710786
2017-10-31,MSFT,83.18,0.10453662676972689
2017-11-30,MSFT,84.17,0.052931404516815966
2017-12-29,MSFT,85.54,0.04665672094639914
2018-01-31,MSFT,95.01,0.06030869070702779
2018-02-28,MSFT,93.77,-0.06404581893228925
2018-03-29,MSFT,91.27,0.026932292089243866
2018-04-30,MSFT,93.52,0.11311190553412165
2018-05-31,MSFT,98.84,0.028204311727601614
2018-06-29,MSFT,98.61,0.04948921548792312
2018-07-31,MSFT,106.08,0.11235245780676142
2018-08-31,MSFT,112.33,0.027423410308028594
2018-09-28,MSFT,114.37,0.012671506585703351
2018-10-31,MSFT,106.81,0.1262513363940817
2018-11-30,MSFT,110.89,0.07217603300420898
2018-12-31,MSFT,101.57,0.0555810268990755
2019-01-31,MSFT,104.43,0.03396673278087659
2019-02-28,MSFT,112.03,0.03747679028831341
2019-03-29,MSFT,117.94,0.14018191749612585
2019-04-30,MSFT,130.60001,0.13582875803433545
2019-05-31,MSFT,123.68,0.05195760767643307
2019-06-28,MSFT,133.96001,0.018281634407992964
2019-07-31,MSFT,136.27,0.11445598921533973
2019-08-30,MSFT,137.86,0.12364827410600139
2019-09-30,MSFT,139.03,0.029478840568810782
2019-10-31,MSFT,143.37,0.02184091386860541
2019-11-29,MSFT,151.38,0.062226546719499155
2019-12-31,MSFT,157.7,0.0343657776276818
2020-01-31,MSFT,170.23,-0.003680920047609275
2020-02-28,MSFT,162.00999,0.1381960733039765
2020-03-31,MSFT,157.71001,0.03736941811309073
2020-04-30,MSFT,179.21001,0.08359006564061297
2020-05-29,MSFT,183.25,0.06308287058944727
2020-06-30,MSFT,203.50999,0.08201216255029548
2020-07-31,MSFT,205.00999,0.040322146747020754
2020-08-31,MSFT,225.53,0.08001485973956993
2020-09-30,MSFT,210.33,-0.019786295989509553
2020-10-30,MSFT,202.47,0.032242252436474855
2020-11-30,MSFT,214.07001,0.074730992532415
2020-12-31,MSFT,222.42,0.02360166234379613
2021-01-29,MSFT,231.96001,0.03271209004678395
2021-02-26,MSFT,232.38,0.06425059171777789
2021-03-31,MSFT,235.77,0.0713867122136633
2021-04-30,MSFT,252.17999,0.018391339099100176
2021-05-28,MSFT,249.67999,0.029074507899356263
2021-06-30,MSFT,270.89999,0.028926447665145256
2021-07-30,MSFT,284.91,0.03496522159215918
2021-08-31,MSFT,301.88,-0.0009031724943112125
2021-09-30,MSFT,281.92001,0.012232695319589888
2021-10-29,MSFT,331.62,0.017117111914427868
2021-11-30,MSFT,330.59,0.04036706059019449
2021-12-31,MSFT,336.32001,0.06663593872726054
2022-01-31,MSFT,310.98001,0.08024204526105433
2022-02-28,MSFT,298.79001,0.03590208075722074
2022-03-31,MSFT,308.31,0.0014302869962685132
2022-04-29,MSFT,277.51999,0.024859876912189167
2022-05-31,MSFT,271.87,0.01628890263506262
2022-06-30,MSFT,256.82999,0.013979951327562579
2022-07-29,MSFT,280.73999,0.04008581339929185
2022-08-31,MSFT,261.47,0.006730472086480748
2022-09-30,MSFT,232.89999,0.04727714171173539
2022-10-31,MSFT,232.13,0.029714944509524496
2022-11-30,MSFT,255.14,0.047784766672746865
2022-12-30,MSFT,239.82001,0.06459754431114773
2023-01-31,MSFT,247.81,0.07183163373428568
2023-02-28,MSFT,249.42,0.017857609569742486
2023-03-31,MSFT,288.29999,5.201809783663408
2023-04-28,MSFT,307.26001,0.018883227009891916
2023-05-31,MSFT,328.39001,0.025880694983348232
2023-06-30,MSFT,340.54001,0.006814031290885899
2023-07-31,MSFT,335.92001,0.005948314510669673
2023-08-31,MSFT,327.76001,0.05713307030904024
2010-01-29,HON,38.64,0.07422058072520829
2010-02-26,HON,40.16,0.042312941985111124
2010-03-31,HON,45.27,0.10850308455952781
2010-04-30,HON,47.47,0.06193259577461385
2010-05-28,HON,42.77,0.20352778088235346
2010-06-30,HON,39.03,0.013536875788820736
2010-07-30,HON,42.86,0.09647584227448075
2010-08-31,HON,39.06,0.096707124902818
2010-09-30,HON,43.94,0.058429788515465354
2010-10-29,HON,47.11,0.24456493457720638
2010-11-30,HON,49.71,0.2195201982070976
2010-12-31,HON,53.16,0.06459761672751105
2011-01-31,HON,56.01,0.0432910523364952
2011-02-28,HON,57.91,0.03126085251491218
2011-03-31,HON,59.71,0.03512720685846063
2011-04-29,HON,61.23,0.037765599008702085
2011-05-31,HON,59.55,0.030510683599622494
2011-06-30,HON,59.59,0.040157967008367594
2011-07-29,HON,53.1,0.051806741005300326
2011-08-31,HON,47.81,0.10118148693012675
2011-09-30,HON,43.91,0.03206401751764261
2011-10-31,HON,52.4,0.016093437345231696
2011-11-30,HON,54.15,0.14230803210853663
2011-12-30,HON,54.35,0.11916877897328801
2012-01-31,HON,58.04,0.13686005367906529
2012-02-29,HON,59.57,0.1413832067956249
2012-03-30,HON,61.05,0.0224053220914713
2012-04-30,HON,60.66,0.05054871411354911
2012-05-31,HON,55.66,0.012421850437971607
2012-06-29,HON,55.84,0.03986263953903907
2012-07-31,HON,58.05,2.002852017335174
2012-08-31,HON,58.45,0.02374901256518462
2012-09-28,HON,59.75,0.026740795950633986
2012-10-31,HON,61.24,0.06134888900249453
2012-11-30,HON,61.33,1.4295355289312548
2012-12-31,HON,63.47,0.3073208805672417
2013-01-31,HON,68.24,0.21557099044742248
2013-02-28,HON,70.1,0.08655692226439499
2013-03-28,HON,75.35,0.1409816880291457
2013-04-30,HON,73.54,0.046436063482716235
2013-05-31,HON,78.46,0.01736019570048472
2013-06-28,HON,79.34,0.06802463322842911
2013-07-31,HON,82.98,0.12271211662127046
2013-08-30,HON,79.57,0.0333108137891527
2013-09-30,HON,83.04,0.050089464025438915
2013-10-31,HON,86.73,0.10091185549299064
2013-11-29,HON,88.51,0.4878065818497992
2013-12-31,HON,91.37,0.18585995324502563
2014-01-31,HON,91.23,0.12336898313947467
2014-02-28,HON,94.44,0.029568420015549074
2014-03-31,HON,92.76,0.09488233188937609
2014-04-30,HON,92.9,0.28136550050843034
2014-05-30,HON,93.15,0.03118112179820523
2014-06-30,HON,92.95,0.13003625054547777
2014-07-31,HON,91.83,0.5547998075827719
2014-08-29,HON,95.23,0.03628801352016804
2014-09-30,HON,93.12,0.06533841390960732
2014-10-31,HON,96.12,0.10650929814649034
2014-11-28,HON,99.07,0.07081318581394563
2014-12-31,HON,99.92,0.6109724761514322
2015-01-30,HON,97.76,0.12315431217970495
2015-02-27,HON,102.78,0.2174216212538286
2015-03-31,HON,104.31,0.07730989610541582
2015-04-30,HON,100.92,0.1518662065540934
2015-05-29,HON,104.2,0.04848666548399401
2015-06-30,HON,101.97,0.034292592948607564
2015-07-31,HON,105.05,0.0803520834897965
2015-08-31,HON,99.27,0.3722215407720717
2015-09-30,HON,94.69,0.21402982948240357
2015-10-30,HON,103.28,0.34565490108334784
2015-11-30,HON,103.95,0.5572729419154042
2015-12-31,HON,103.57,0.25084417545974014
2016-01-29,HON,103.2,0.35226388605771297
2016-02-29,HON,101.35,0.20731941191169326
2016-03-31,HON,112.05,0.042040789042270994
2016-04-29,HON,114.27,0.2745646377964345
2016-05-31,HON,113.83,0.09922703276898358
2016-06-30,HON,116.32,0.17944901652738965
2016-07-29,HON,116.33,0.19635742120512378
2016-08-31,HON,116.71,0.10196462452767298
2016-09-30,HON,116.59,0.22299216578725875
2016-10-31,HON,109.68,0.3047215973582869
2016-11-30,HON,113.94,0.9764008534386739
2016-12-30,HON,115.85,0.36957570612585133
2017-01-31,HON,118.32,0.3467984678410848
2017-02-28,HON,124.5,0.533578314663052
2017-03-31,HON,124.87,0.20868270692649424
2017-04-28,HON,131.14,0.23424601778489962
2017-05-31,HON,132.99001,0.15261520431023998
2017-06-30,HON,133.28999,0.2006665726934712
2017-07-31,HON,136.12,0.4129334246405019
2017-08-31,HON,138.27,0.6120844452349907
2017-09-29,HON,141.74001,0.38989128952830143
2017-10-31,HON,144.16,0.3043359107565756
2017-11-30,HON,155.96001,0.29049991249227725
2017-12-29,HON,153.36,0.6166932251200439
2018-01-31,HON,159.67,0.18002005849769329
2018-02-28,HON,151.11,0.20419099868930363
2018-03-29,HON,144.50999,0.5216072712942973
2018-04-30,HON,144.67999,0.7208712909391779
2018-05-31,HON,147.91,0.2371490143247586
2018-06-29,HON,144.05,0.8529588865694924
2018-07-31,HON,159.64999,1.5540946853218514
2018-08-31,HON,159.06,0.9912556628740643
2018-09-28,HON,166.39999,0.31102002766329484
2018-10-31,HON,144.82001,0.4122712007220294
2018-11-30,HON,146.75,0.6471072963450815
2018-12-31,HON,132.12,4.359657503835977
2019-01-31,HON,143.63,0.584167112509977
2019-02-28,HON,154.07001,0.597148720317149
2019-03-29,HON,158.92,0.32307398530408726
2019-04-30,HON,173.63,0.3237430148144228
2019-05-31,HON,164.31,1.8465087344726832
2019-06-28,HON,174.59,0.19298211551609357
2019-07-31,HON,172.46001,1.0614028230127457
2019-08-30,HON,164.62,0.3483278207869482
2019-09-30,HON,169.2,0.27818295732962905
2019-10-31,HON,172.73,0.3745019935356112
2019-11-29,HON,178.55,0.3173629450329062
2019-12-31,HON,177.0,0.6635251331382866
2020-01-31,HON,173.22,0.12537758408635477
2020-02-28,HON,162.17,0.04551342532551599
2020-03-31,HON,133.78999,-0.10852053205882423
2020-04-30,HON,141.89999,0.024322943628853552
2020-05-29,HON,145.85001,0.19988323145024256
2020-06-30,HON,144.59,0.015274754188542865
2020-07-31,HON,149.37,0.09227078851663469
2020-08-31,HON,165.55,0.052067569103416006
2020-09-30,HON,164.61,0.10042594718708275
2020-10-30,HON,164.95,0.09364916797318523
2020-11-30,HON,203.92,0.4009258946648816
2020-12-31,HON,212.7,0.11206957862199463
2021-01-29,HON,195.37,0.08768498884937315
2021-02-26,HON,202.35001,0.10587899486412122
2021-03-31,HON,217.07001,0.05530952260360717
2021-04-30,HON,223.03999,0.20921331615206173
2021-05-28,HON,230.91,0.07017131211599241
2021-06-30,HON,219.35001,0.0430638569536782
2021-07-30,HON,233.78999,0.13656504841780362
2021-08-31,HON,231.91,0.06453732600929626
2021-09-30,HON,212.28,0.115765422924422
2021-10-29,HON,218.62,0.2539958009765248
2021-11-30,HON,202.24001,0.18270152674725398
2021-12-31,HON,208.50999,0.06289843949628687
2022-01-31,HON,204.48,0.026137154495366584
2022-02-28,HON,189.75,0.05143671021823673
2022-03-31,HON,194.58,0.018372017977774803
2022-04-29,HON,193.50999,0.01485868958920698
2022-05-31,HON,193.62,0.02612287403625923
2022-06-30,HON,173.81,0.04073411660268571
2022-07-29,HON,192.46001,0.044024701150391934
2022-08-31,HON,189.35001,0.07950511709093488
2022-09-30,HON,166.97,0.032730150511012995
2022-10-31,HON,204.02,0.09636481414691064
2022-11-30,HON,219.55,0.06703736436434773
2022-12-30,HON,214.3,0.05796816684325895
2023-01-31,HON,208.48,0.04888343735568908
2023-02-28,HON,191.48,0.022389893477297786
2023-03-31,HON,191.12,2.642071045502098
2023-04-28,HON,199.84,0.03883933581454961
2023-05-31,HON,191.60001,0.018812237063554373
2023-06-30,HON,207.5,0.014118489667807611
2023-07-31,HON,194.13,0.07193499722154478
2023-08-31,HON,187.94,0.004536364741638653
2010-01-29,KO,54.25,0.06996903483834563
2010-02-26,KO,52.72,0.009814126786711182
2010-03-31,KO,55.0,0.12043846465077848
2010-04-30,KO,53.45,0.05129842636609382
2010-05-28,KO,51.4,0.30142518258211326
2010-06-30,KO,50.12,0.07127802868072206
2010-07-30,KO,55.11,0.12041286278847974
2010-08-31,KO,55.8825,0.05395815323032961
2010-09-30,KO,58.52,0.06836244588976134
2010-10-29,KO,61.32,0.1973732627066231
2010-11-30,KO,63.17,0.18070962410791655
2010-12-31,KO,65.77,0.09346690733401364
2011-01-31,KO,62.85,0.041771256510646664
2011-02-28,KO,63.92,0.03561809684604887
2011-03-31,KO,66.34,0.017226790047190545
2011-04-29,KO,67.46,0.03627962950104803
2011-05-31,KO,66.81,0.02607305620042646
2011-06-30,KO,67.29,0.04792852032634441
2011-07-29,KO,68.01,0.04161751392132046
2011-08-31,KO,70.45,0.10048418934608365
2011-09-30,KO,67.56,0.06975259376377327
2011-10-31,KO,68.32,0.03894237795326555
2011-11-30,KO,67.23,0.23479213708156205
2011-12-30,KO,69.97,0.061034968722590656
2012-01-31,KO,67.53,0.27402186451131416
2012-02-29,KO,69.86,0.10902706474040913
2012-03-30,KO,74.01,0.0638993328508651
2012-04-30,KO,76.32,0.04155322846892475
2012-05-31,KO,74.73,0.028882629898371724
2012-06-29,KO,78.19,0.06262993053516801
2012-07-31,KO,80.8,0.2237139926154168
2012-08-31,KO,37.4,0.07762944251390953
2012-09-28,KO,37.93,0.07460233404221109
2012-10-31,KO,37.18,0.0562053782884043
2012-11-30,KO,37.92,0.09747724642696778
2012-12-31,KO,36.25,0.08072200098452098
2013-01-31,KO,37.24,0.06285564827615292
2013-02-28,KO,38.72,0.08464298609276956
2013-03-28,KO,40.44,0.11906619413054698
2013-04-30,KO,42.33,0.0013204019922147606
2013-05-31,KO,39.99,0.019011870604245286
2013-06-28,KO,40.11,0.01358177930419684
2013-07-31,KO,40.08,0.05894877369517636
2013-08-30,KO,38.18,0.02746942028652751
2013-09-30,KO,37.88,0.07471984504464982
2013-10-31,KO,39.57,0.05560781402543387
2013-11-29,KO,40.19,0.02618784626457461
2013-12-31,KO,41.31,0.07707192867976526
2014-01-31,KO,37.82,0.011493486494648934
2014-02-28,KO,38.2,0.19146982392082074
2014-03-31,KO,38.66,0.07899351912764703
2014-04-30,KO,40.79,0.03965916486427653
2014-05-30,KO,40.91,0.04605919710728433
2014-06-30,KO,42.36,0.09765498207870675
2014-07-31,KO,39.29,0.1732353580059767
2014-08-29,KO,41.72,0.10604111772733453
2014-09-30,KO,42.66,0.04807790683226351
2014-10-31,KO,41.88,0.043141246802727365
2014-11-28,KO,44.83,0.07780079545223162
2014-12-31,KO,42.22,0.04546866191707526
2015-01-30,KO,41.17,0.047931037314013596
2015-02-27,KO,43.3,0.10861047012770261
2015-03-31,KO,40.55,0.07150227664659407
2015-04-30,KO,40.56,0.035718087933192325
2015-05-29,KO,40.96,0.034934092251541204
2015-06-30,KO,39.23,0.03254590109272376
2015-07-31,KO,41.08,0.06063984074598305
2015-08-31,KO,39.32,0.24133308086500638
2015-09-30,KO,40.12,0.04697639445895774
2015-10-30,KO,42.35,0.08620624594533821
2015-11-30,KO,42.62,0.13122666745997746
2015-12-31,KO,42.96,0.06810291138630223
2016-01-29,KO,42.92,0.03163782865232001
2016-02-29,KO,43.13,0.012807273619913484
2016-03-31,KO,46.39,0.09120163614849208
2016-04-29,KO,44.8,0.11661086993302125
2016-05-31,KO,44.6,0.044712244666804554
2016-06-30,KO,45.33,0.04452879574714507
2016-07-29,KO,43.63,0.11243081681215487
2016-08-31,KO,43.43,0.013342006881115332
2016-09-30,KO,42.32,0.030748426225571196
2016-10-31,KO,42.4,0.026332679243371168
2016-11-30,KO,40.35,0.11467758420602639
2016-12-30,KO,41.46,0.034536195198888196
